영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다
첫키스만50번째,0.03,0,0.04,0.1,0.06,0,0.05,0.02,0.23,0.01,0.16,0,0.01,0.02,0.08,0.05,0,0.01,0.02,0,0,0.03,0.01,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0
청담보살,0.01,0.01,0.04,0.16,0.18,0,0,0.07,0.03,0,0.04,0,0.01,0.01,0.04,0.01,0,0.04,0.09,0,0,0,0,0.1,0.03,0.02,0.04,0,0.03,0,0,0,0,0,0,0
청설,0.07,0,0,0.05,0.02,0,0.03,0.03,0.37,0.01,0.08,0,0.01,0.08,0.07,0.02,0.03,0.03,0.02,0,0,0.01,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0
청연,0.01,0.01,0,0.03,0,0,0.01,0.11,0.06,0.01,0.14,0.01,0.04,0.01,0.08,0.06,0,0.01,0.05,0.04,0,0.06,0,0.11,0.02,0.02,0.04,0.01,0.01,0.01,0,0.01,0,0,0,0.01
청춘만화,0.05,0,0.03,0.1,0.09,0,0.02,0.05,0.08,0.03,0.08,0,0.02,0.04,0.03,0.01,0,0.04,0.1,0,0,0.05,0.01,0.08,0.04,0.02,0.03,0,0.01,0.01,0,0,0,0,0,0
체인질링,0,0,0,0.02,0,0.01,0.01,0.05,0.01,0.01,0.09,0.01,0.02,0.04,0.1,0.04,0,0,0.18,0.05,0.01,0.06,0,0.05,0.02,0.03,0.05,0,0.01,0.03,0.01,0.02,0.03,0,0.02,0.01
체포왕,0.01,0.01,0.06,0.21,0.12,0.02,0.01,0.06,0,0.01,0.05,0,0.02,0.02,0.06,0.02,0,0.03,0.07,0.01,0,0.01,0,0.06,0.01,0.01,0.04,0,0.02,0.01,0.01,0.01,0,0,0,0.02
초능력자,0.02,0,0.01,0.15,0.04,0,0.01,0.05,0.01,0,0.01,0,0.02,0.05,0.06,0.05,0,0.01,0.06,0,0,0.01,0.03,0.09,0.03,0.03,0.06,0,0.04,0.01,0.01,0.03,0.01,0,0.01,0.05
최강로맨스,0.04,0.01,0.02,0.17,0.24,0,0,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.07,0.01,0.02,0.04,0.01,0,0.01,0,0.06,0.01,0.02,0.02,0,0.03,0,0,0,0,0,0,0
최종병기활,0.01,0.01,0,0.13,0.01,0.01,0,0.06,0.01,0.01,0.02,0.01,0.02,0.02,0.12,0.08,0,0.02,0.06,0.01,0,0.01,0.01,0.06,0.02,0.02,0.02,0,0.01,0.02,0,0.13,0.01,0,0,0.08
친절한금자씨,0,0,0.01,0.05,0.02,0.01,0,0.09,0.03,0.01,0.01,0.01,0.02,0.05,0.05,0.03,0,0.01,0.05,0.01,0,0.01,0.01,0.06,0.07,0.2,0.04,0.01,0.01,0.07,0,0.01,0.01,0,0.01,0.01
친정엄마,0,0,0,0.01,0.01,0,0.04,0.01,0.08,0.03,0.12,0.01,0.01,0,0.07,0.01,0.01,0.08,0.04,0.03,0,0.35,0,0.02,0.03,0.01,0.01,0,0,0.01,0,0,0,0,0.01,0
카,0.05,0.02,0.04,0.17,0.04,0.01,0.01,0.05,0.02,0,0.15,0.01,0.01,0.02,0.14,0.04,0,0.03,0.05,0,0,0.02,0,0.04,0.03,0,0.01,0,0,0.01,0,0,0,0,0,0.01
카핑베토벤,0,0,0,0.02,0.01,0,0.01,0.02,0.04,0.03,0.15,0.13,0.05,0.01,0.06,0.06,0,0,0.07,0,0,0.07,0.02,0.05,0.01,0.02,0.02,0,0,0,0,0,0.01,0,0.08,0
캐리비안의해적낯선조류,0.06,0.01,0.02,0.17,0.02,0,0,0.1,0.05,0,0.01,0.01,0.03,0.02,0.09,0.06,0.01,0.02,0.1,0,0,0,0.01,0.08,0.05,0.02,0.03,0,0,0,0,0.01,0,0,0,0.01
캐리비안의해적-망자의함,0.08,0,0.02,0.16,0.05,0.01,0,0.13,0.02,0,0.01,0,0.02,0.02,0.12,0.08,0,0,0.07,0,0,0,0.02,0.06,0.03,0.01,0.03,0,0,0.01,0,0.01,0,0,0,0.02
캐리비안의해적-세상의끝에서,0.05,0,0.01,0.14,0.02,0.01,0,0.08,0.02,0,0.01,0.01,0.04,0.01,0.12,0.07,0,0,0.15,0,0,0.01,0.01,0.07,0.05,0.02,0.03,0,0.01,0.01,0,0.01,0,0,0,0.01
커플즈,0.04,0,0.08,0.18,0.12,0.01,0.01,0.07,0.04,0.01,0.01,0,0.01,0.08,0.08,0.02,0.01,0.02,0.09,0,0,0.01,0,0.05,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0.01
컨저링,0,0.01,0,0.02,0.01,0,0,0.02,0,0,0,0,0.01,0.04,0.03,0.01,0.01,0.01,0.02,0,0.12,0,0,0.02,0.01,0,0.01,0,0,0.01,0.19,0.04,0.3,0.06,0.01,0.01
코러스,0.04,0,0.01,0.04,0.01,0,0.02,0.02,0.13,0.03,0.31,0.02,0.01,0.01,0.09,0.05,0.01,0.02,0.03,0,0,0.03,0.01,0.04,0.01,0.01,0.03,0,0,0,0,0,0,0,0.02,0
코리아,0.04,0,0.01,0.06,0.02,0,0.01,0.03,0.01,0.02,0.3,0.01,0.02,0.01,0.09,0.03,0.01,0.06,0.05,0.02,0,0.11,0,0.04,0.01,0.01,0.02,0,0.01,0,0,0.01,0,0,0.01,0.01
콘스탄틴,0.02,0.01,0.01,0.15,0.02,0.01,0,0.07,0.02,0.01,0.01,0.01,0.03,0.04,0.1,0.15,0,0.01,0.06,0,0,0.01,0.02,0.06,0.03,0.02,0.06,0,0.01,0.01,0.01,0.02,0.01,0,0,0.02
쿵푸팬더,0.11,0.02,0.04,0.21,0.15,0.01,0,0.04,0.01,0.01,0.03,0,0.02,0.01,0.14,0.02,0.01,0.02,0.03,0,0,0.01,0.01,0.04,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0
쿵푸팬더2,0.12,0.01,0.04,0.22,0.08,0,0,0.06,0.01,0,0.07,0.01,0.02,0.01,0.1,0.03,0.01,0.01,0.05,0,0,0.02,0.01,0.06,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0.01
쿵푸허슬,0.01,0.02,0.05,0.17,0.18,0.03,0,0.05,0.02,0.01,0.02,0,0.02,0.03,0.1,0.04,0.01,0.01,0.05,0,0,0.01,0.01,0.06,0.03,0.01,0.02,0,0.01,0.02,0,0,0,0,0,0.01
퀴즈왕,0.02,0,0.06,0.13,0.17,0,0,0.05,0,0,0.03,0,0.01,0.01,0.04,0.01,0,0.01,0.09,0,0,0,0.04,0.1,0.07,0.03,0.05,0,0.03,0.01,0,0.01,0,0,0,0
퀵,0.05,0.01,0.03,0.17,0.16,0.04,0.01,0.05,0.01,0.01,0.01,0,0.02,0.01,0.12,0.04,0.01,0.01,0.05,0,0,0.01,0,0.06,0.01,0.02,0.02,0,0.02,0.01,0,0.01,0,0,0,0.04
크레이지2010,0,0,0,0.04,0.01,0,0,0.03,0,0,0,0,0.01,0.07,0.04,0.02,0,0.03,0.04,0,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0,0.02,0.04,0.08,0.1,0.06,0.01,0.15,0.08
크로싱,0,0,0,0.01,0,0,0.08,0.02,0.01,0.01,0.14,0.01,0.01,0.01,0.06,0.01,0,0.01,0.04,0.16,0,0.24,0.01,0.06,0.03,0.01,0.02,0,0,0.02,0,0,0,0,0,0
크로우즈제로,0.02,0,0.01,0.16,0.04,0.02,0,0.05,0.01,0,0.01,0.01,0.01,0.01,0.09,0.12,0,0.01,0.07,0,0,0,0.01,0.05,0.01,0.12,0.03,0,0.03,0.06,0,0.01,0,0,0,0.01
크루즈패밀리,0.05,0.01,0.04,0.1,0.07,0.01,0.03,0.05,0.08,0.01,0.09,0.03,0.03,0.04,0.1,0.04,0.01,0.02,0.03,0.01,0,0.03,0,0.04,0.03,0.01,0.02,0,0,0.01,0,0,0,0,0,0.01
클라우드아틀라스,0.01,0,0,0.06,0.03,0,0.02,0.05,0.04,0.01,0.07,0.03,0.03,0.06,0.09,0.08,0.01,0.01,0.1,0.01,0,0.01,0,0.06,0.02,0.03,0.06,0,0.02,0.01,0,0.01,0,0,0.01,0.01
클레멘타인,0,0,0,0.01,0.01,0,0.04,0.02,0.03,0.02,0.12,0.02,0.05,0.03,0.22,0.02,0,0,0.01,0.01,0,0.14,0,0.04,0.01,0.03,0.08,0,0.04,0.01,0,0.01,0.01,0,0.01,0
클릭,0.01,0,0.03,0.11,0.09,0,0.03,0.03,0.03,0.01,0.2,0,0.01,0.02,0.09,0.01,0,0.07,0.03,0,0,0.08,0,0.03,0.1,0,0.01,0,0,0,0,0,0,0,0,0
킥애스영웅의탄생,0.1,0.02,0.03,0.11,0.04,0.05,0,0.06,0.04,0.01,0.01,0.01,0.02,0.05,0.11,0.06,0,0.01,0.03,0,0,0,0,0.03,0.01,0.02,0.04,0,0.02,0.12,0,0,0,0,0,0
킬러스,0.02,0.02,0.07,0.17,0.1,0.01,0,0.06,0.02,0.03,0.01,0,0.01,0.02,0.05,0.09,0,0.03,0.06,0,0,0.01,0.03,0.07,0.02,0.02,0.02,0,0.01,0.01,0,0.02,0,0,0,0.01
킹덤오브헤븐,0,0,0,0.06,0,0,0,0.06,0.03,0.01,0.04,0.02,0.07,0.02,0.18,0.09,0,0.01,0.14,0,0,0.01,0.01,0.07,0.04,0.03,0.05,0,0.01,0.02,0,0.01,0,0,0,0.01
킹스스피치,0.02,0,0.03,0.06,0.03,0.01,0.01,0.04,0.02,0.02,0.23,0.01,0.03,0.02,0.06,0.07,0.03,0.02,0.15,0.01,0,0.02,0.01,0.04,0.02,0.01,0.02,0,0,0,0,0.01,0,0,0.01,0.01
킹콩,0.02,0,0,0.07,0.01,0,0.01,0.04,0.07,0.01,0.11,0.01,0.04,0.01,0.15,0.04,0,0.01,0.09,0.02,0,0.09,0.01,0.05,0.02,0.01,0.03,0,0,0.01,0,0.02,0.01,0,0,0.02
킹콩을들다,0.01,0,0.01,0.06,0.07,0,0.01,0.04,0.01,0.02,0.28,0,0.02,0.01,0.13,0.01,0,0.03,0.03,0.01,0,0.17,0,0.04,0,0.01,0.02,0,0.01,0,0,0,0,0,0,0
타워,0.03,0,0.01,0.07,0.03,0,0.03,0.04,0.01,0.01,0.15,0.01,0.02,0.02,0.08,0.04,0.01,0.08,0.06,0,0,0.1,0,0.05,0.02,0.01,0.03,0,0.01,0.01,0,0.04,0.01,0,0.01,0.03
타이탄,0.01,0,0,0.13,0.02,0.01,0,0.09,0.01,0,0.01,0,0.03,0.01,0.06,0.04,0.01,0.03,0.09,0.01,0,0,0.07,0.13,0.04,0.04,0.06,0,0.03,0.02,0,0.02,0,0,0,0.02
타이탄의분노,0.01,0.01,0.01,0.07,0.04,0.01,0,0.05,0.01,0,0.01,0.01,0.04,0.02,0.07,0.05,0,0.02,0.1,0,0,0,0.03,0.1,0.03,0.04,0.16,0,0.02,0.02,0,0.02,0,0,0,0.02
타인의삶,0.01,0,0,0.01,0,0,0.03,0.02,0.07,0.05,0.23,0.03,0.01,0.02,0.12,0.05,0.03,0.01,0.09,0.01,0,0.07,0.01,0.04,0.01,0.01,0.03,0,0,0,0,0.01,0,0,0.01,0.01
타짜,0.01,0,0.01,0.14,0.02,0.01,0,0.06,0.02,0.01,0.01,0.01,0.04,0.03,0.21,0.11,0,0,0.07,0,0,0,0.01,0.06,0.02,0.01,0.02,0,0.01,0.03,0,0.05,0,0,0.01,0.03
태양의노래,0.05,0,0,0.03,0.01,0,0.02,0.03,0.17,0.03,0.19,0.01,0.01,0.01,0.09,0.03,0.01,0.05,0.05,0.01,0,0.12,0.01,0.05,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0.01,0
태풍,0,0,0,0.07,0.01,0,0,0.11,0.01,0.01,0.06,0.01,0.02,0.01,0.07,0.07,0,0.02,0.09,0.02,0,0.04,0.01,0.14,0.07,0.04,0.05,0,0.02,0.01,0,0.01,0,0,0,0
터미널,0.04,0,0.03,0.1,0.06,0,0.02,0.04,0.06,0.02,0.22,0.01,0.01,0.02,0.1,0.04,0.01,0.02,0.06,0,0,0.03,0.01,0.05,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0
테이큰,0,0,0.01,0.08,0.01,0.2,0.01,0.03,0.02,0,0.02,0.01,0.02,0.01,0.15,0.07,0,0.03,0.03,0,0,0.01,0.01,0.03,0,0.01,0.04,0,0,0.03,0,0.06,0.01,0,0,0.07
테이큰2,0.01,0,0,0.07,0.01,0.04,0.01,0.1,0.01,0,0.01,0.01,0.02,0.01,0.05,0.06,0,0.04,0.07,0,0,0,0.02,0.09,0.06,0.04,0.08,0,0.01,0.02,0,0.08,0,0,0,0.04
통증,0.01,0,0,0.04,0.02,0.01,0.02,0.05,0.08,0.02,0.09,0,0.01,0.01,0.05,0.03,0.01,0.06,0.04,0.07,0,0.2,0.02,0.07,0.02,0.01,0.02,0,0.01,0.01,0,0,0,0,0,0
투모로우,0.01,0,0,0.11,0.01,0.04,0.01,0.04,0.03,0.01,0.06,0.01,0.05,0.02,0.11,0.05,0,0.02,0.05,0,0.01,0.01,0.04,0.05,0.03,0.01,0.03,0,0.01,0.01,0.05,0.02,0.05,0,0.01,0.03
투브라더스,0.11,0,0,0.05,0.01,0,0.03,0.03,0.04,0.01,0.32,0.01,0.02,0.01,0.07,0.02,0,0.02,0.05,0.01,0,0.09,0,0.02,0.02,0.02,0.02,0,0,0.01,0,0,0,0,0,0
투사부일체,0.01,0,0.01,0.15,0.23,0.01,0,0.04,0.01,0,0.04,0,0.01,0.01,0.03,0.01,0,0.01,0.1,0,0,0.02,0.01,0.09,0.04,0.03,0.05,0.01,0.06,0.01,0,0,0,0,0,0
투어리스트,0.01,0,0,0.05,0.02,0,0,0.06,0.06,0.01,0.01,0.01,0.01,0.12,0.02,0.05,0,0.08,0.21,0,0,0,0.01,0.07,0.05,0.02,0.04,0,0.01,0,0,0.01,0,0,0,0.04
트랜스포머,0.02,0.01,0.02,0.11,0.05,0.01,0.01,0.07,0.01,0.01,0.03,0.03,0.05,0.02,0.19,0.08,0,0.02,0.06,0,0,0.01,0.01,0.07,0.01,0.02,0.03,0,0,0.01,0,0.02,0,0,0.01,0.02
트랜스포머3,0.01,0,0,0.11,0.03,0,0,0.07,0.01,0,0.01,0.01,0.03,0.02,0.09,0.04,0,0.02,0.17,0.01,0,0.01,0.02,0.1,0.05,0.04,0.05,0,0.02,0.02,0,0.01,0,0,0,0.01
트랜스포터-라스트미션,0.01,0,0,0.12,0.01,0.05,0,0.04,0.03,0.01,0,0.01,0.03,0.01,0.11,0.14,0,0.01,0.06,0.01,0,0,0,0.07,0.05,0.04,0.05,0.02,0.01,0.03,0,0.01,0,0,0,0.04
트로이,0.02,0,0,0.09,0.02,0,0,0.06,0.04,0.01,0.06,0.01,0.06,0.01,0.11,0.22,0,0,0.05,0,0,0.02,0.01,0.06,0.03,0.03,0.03,0,0,0.02,0,0.01,0,0,0,0.01
트론새로운시작,0,0.01,0,0.11,0.05,0,0,0.05,0.02,0.01,0.01,0.02,0.04,0.05,0.08,0.07,0,0.04,0.11,0.02,0,0,0.01,0.11,0.02,0.03,0.06,0,0.02,0.01,0,0.01,0,0,0.01,0.02
트와일라잇,0.06,0,0,0.14,0.02,0,0,0.1,0.08,0,0.01,0,0.01,0.02,0.1,0.13,0.01,0.01,0.06,0,0,0,0.01,0.06,0.03,0.02,0.03,0,0.01,0,0.01,0.01,0.01,0,0,0.03
특수본,0.01,0,0.01,0.1,0.01,0.01,0,0.05,0.01,0,0.01,0,0.02,0.17,0.06,0.05,0,0.11,0.08,0,0,0.01,0.01,0.07,0.02,0.02,0.05,0,0.01,0.02,0,0.05,0,0,0,0.04
티끌모아로맨스,0.11,0.01,0.05,0.15,0.08,0,0.01,0.09,0.05,0.02,0.05,0,0.01,0.02,0.05,0.04,0.01,0.01,0.08,0.01,0,0.01,0,0.06,0.02,0.02,0.03,0,0.01,0,0,0,0,0,0,0
틴틴,0.02,0.03,0.03,0.14,0.05,0.01,0,0.1,0.01,0,0.01,0.02,0.02,0.03,0.1,0.03,0,0.02,0.15,0,0,0,0.01,0.09,0.03,0.02,0.03,0,0.01,0.01,0,0.01,0,0,0,0.03
팅커테일러솔저스파이,0,0,0,0.03,0.01,0.01,0.01,0.04,0.03,0.03,0.02,0.01,0.03,0.05,0.1,0.07,0.05,0.01,0.11,0,0,0.01,0.01,0.04,0.02,0.03,0.05,0,0.01,0.02,0,0.08,0,0,0.01,0.11
파괴된사나이,0.02,0,0,0.04,0,0.02,0.02,0.04,0.03,0.02,0.03,0.02,0.02,0.05,0.1,0.03,0,0.03,0.05,0.02,0.01,0.03,0.01,0.07,0.03,0.03,0.04,0,0.01,0.07,0.01,0.05,0.03,0,0.02,0.06
파라노말액티비티,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0.02,0.05,0.05,0.02,0.01,0.01,0.07,0,0.04,0,0.01,0.03,0.01,0.01,0.03,0,0.01,0.01,0.19,0.05,0.25,0.03,0.03,0.01
파라노말액티비티2,0.01,0,0,0.04,0.01,0,0,0.02,0,0,0,0,0.01,0.1,0.03,0.01,0.01,0.01,0.06,0,0.04,0,0.05,0.06,0.01,0.01,0.03,0,0.01,0.01,0.12,0.07,0.19,0.02,0.01,0.02
파르나서스박사의상상극장,0.03,0,0.01,0.09,0.02,0,0.01,0.08,0.03,0.01,0.01,0,0.01,0.02,0.05,0.07,0.01,0.02,0.15,0.01,0,0.01,0.01,0.14,0.04,0.05,0.07,0,0.03,0.01,0,0,0,0,0,0
파수꾼,0.01,0,0,0.02,0,0,0.01,0.02,0.02,0.01,0.09,0.01,0.03,0.05,0.14,0.07,0.01,0,0.04,0.08,0.02,0.08,0.03,0.05,0.02,0.02,0.07,0.01,0.01,0.02,0,0.01,0.01,0,0.02,0.02
파퍼씨네펭귄들,0.28,0,0.06,0.16,0.1,0,0.02,0.03,0.03,0,0.06,0,0.01,0.01,0.06,0.01,0.01,0.03,0.03,0,0,0.01,0,0.03,0.02,0,0.01,0,0,0,0,0,0,0,0,0
판의미로-오필리아와세개의열쇠,0,0,0,0.03,0,0,0.03,0.04,0.04,0.01,0.03,0,0.01,0.04,0.06,0.04,0,0.01,0.04,0.02,0.01,0.1,0.01,0.04,0.02,0.02,0.03,0.01,0.01,0.27,0.01,0.01,0.02,0,0,0.02
판타스틱4-실버서퍼의위협,0.01,0,0.01,0.15,0.03,0.01,0,0.08,0.05,0,0.01,0,0.02,0.01,0.02,0.04,0,0.04,0.12,0,0,0,0.03,0.11,0.06,0.04,0.07,0,0.04,0,0,0.01,0,0,0,0.01
패션오브크라이스트,0.02,0,0,0,0,0,0.08,0.01,0.19,0.02,0.1,0.01,0.01,0.02,0.05,0.01,0,0,0.01,0.11,0,0.14,0,0.01,0.01,0.02,0.03,0.01,0.01,0.1,0.01,0,0.01,0,0.01,0
팬도럼,0,0,0,0.08,0.01,0,0.01,0.05,0,0,0.01,0,0.02,0.13,0.07,0.04,0,0.01,0.03,0,0,0,0.01,0.05,0,0.01,0.04,0,0.02,0.01,0.05,0.15,0.02,0,0.04,0.12
퍼블릭에너미,0.01,0.01,0,0.07,0.01,0.01,0,0.04,0.04,0.01,0.04,0.01,0.02,0.03,0.09,0.13,0.01,0.01,0.14,0.01,0,0.02,0.03,0.07,0.04,0.03,0.03,0,0.01,0.01,0,0.02,0,0,0.01,0.02
퍼스트어벤져,0.01,0,0.01,0.15,0.02,0,0,0.1,0.01,0.02,0.01,0.01,0.03,0.01,0.06,0.04,0.01,0.02,0.12,0,0,0.02,0.03,0.08,0.04,0.03,0.09,0,0.04,0.01,0,0.01,0,0,0.01,0
퍼시잭슨과괴물의바다,0.02,0.01,0,0.22,0.04,0.01,0.01,0.1,0.01,0,0.01,0.02,0.04,0.03,0.09,0.07,0,0.02,0.05,0,0,0,0.01,0.07,0.02,0.02,0.03,0,0.01,0.01,0,0.02,0,0,0.01,0.04
퍼펙트게임,0.01,0,0.01,0.08,0.02,0,0.02,0.04,0.02,0.01,0.25,0.02,0.06,0.01,0.15,0.05,0,0.01,0.05,0,0,0.04,0,0.05,0.01,0.01,0.02,0,0.01,0,0,0.02,0,0,0.02,0.01
퍼펙트겟어웨이,0,0,0,0.06,0.01,0.02,0,0.04,0.02,0,0,0.02,0.02,0.33,0.03,0.03,0,0.04,0.07,0,0,0,0.01,0.03,0.02,0.01,0.03,0,0.01,0.03,0,0.04,0,0,0.01,0.11
페이스메이커,0.01,0,0,0.04,0.02,0,0.02,0.05,0.03,0.02,0.31,0.01,0.02,0.02,0.09,0.03,0.01,0.07,0.06,0,0,0.09,0,0.04,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0.01,0
페임,0.01,0.09,0,0.06,0.04,0,0.01,0.14,0.03,0.01,0.06,0.01,0.09,0.01,0.06,0.05,0,0.01,0.06,0,0,0.01,0.01,0.09,0.04,0.01,0.05,0,0.01,0,0,0,0,0,0.03,0
평양성,0.02,0,0.03,0.17,0.17,0,0.01,0.05,0.02,0,0.05,0,0.01,0.02,0.07,0.02,0,0.01,0.09,0.01,0,0.01,0,0.08,0.03,0.02,0.05,0,0.02,0.01,0,0,0,0,0,0
평행이론,0,0,0,0.06,0,0,0,0.03,0.01,0,0,0,0.01,0.37,0.04,0.02,0,0.02,0.07,0,0,0,0.01,0.06,0.01,0.01,0.02,0,0.01,0.01,0.01,0.06,0.02,0,0.01,0.09
폐가,0,0.01,0,0.02,0.01,0,0,0.01,0.01,0,0,0,0.02,0.04,0.05,0.01,0,0.01,0.04,0,0.04,0,0.01,0.04,0.01,0.02,0.03,0.01,0.03,0.01,0.26,0.04,0.22,0.03,0.02,0.01
포비든킹덤-전설의마스터를찾아서,0.03,0.01,0.03,0.17,0.06,0.02,0.01,0.07,0.05,0.01,0.01,0.01,0.02,0.03,0.09,0.04,0.01,0.04,0.06,0,0,0,0.01,0.08,0.04,0.04,0.04,0,0.01,0.01,0,0,0,0,0,0.01
포세이돈,0.01,0,0,0.08,0.01,0.04,0,0.05,0.01,0,0.04,0.01,0.02,0.01,0.04,0.02,0,0.07,0.05,0,0,0.02,0.06,0.06,0.02,0.01,0.02,0,0.01,0.01,0.01,0.12,0.01,0,0,0.16
포스카인드,0,0,0,0.05,0.01,0,0,0.02,0.01,0.01,0.01,0,0.02,0.1,0.05,0.03,0.01,0.01,0.07,0,0.03,0,0.01,0.04,0.01,0.02,0.04,0,0.01,0.01,0.08,0.03,0.18,0.01,0.07,0.06
포화속으로,0.02,0,0,0.07,0.01,0,0.02,0.05,0.01,0.01,0.16,0.01,0.02,0.02,0.1,0.05,0.01,0.01,0.03,0.04,0.06,0.12,0,0.06,0.01,0.02,0.03,0,0.01,0.02,0,0.01,0.01,0,0.01,0.01
푸른소금,0.02,0,0.01,0.1,0.03,0,0.05,0.05,0.12,0.02,0.03,0.04,0.01,0.04,0.06,0.08,0,0.02,0.06,0,0,0.01,0.02,0.1,0.02,0.02,0.03,0,0.02,0.01,0,0.01,0,0,0,0.01
푸시,0.02,0.01,0,0.13,0.02,0.01,0,0.08,0.04,0,0.01,0.01,0.02,0.04,0.04,0.04,0,0.02,0.13,0,0,0,0.06,0.1,0.03,0.04,0.04,0,0.02,0.01,0,0.02,0,0,0,0.04
풍산개,0.01,0,0.01,0.06,0.04,0.01,0.01,0.05,0.03,0.02,0.07,0.01,0.02,0.04,0.08,0.09,0,0.01,0.05,0.04,0,0.04,0.01,0.09,0.02,0.04,0.05,0,0.04,0.02,0,0.01,0,0,0,0.01
프레스티지,0,0,0,0.04,0,0,0,0.03,0.01,0,0,0.01,0.02,0.47,0.07,0.05,0,0.02,0.07,0,0,0.01,0.01,0.03,0.02,0.01,0.02,0,0,0.01,0,0.03,0.01,0,0.02,0.02
플라이대디,0.03,0,0.01,0.09,0.04,0.01,0.01,0.07,0.03,0.01,0.19,0,0.02,0.02,0.04,0.04,0.01,0.03,0.06,0,0,0.02,0,0.08,0.03,0.03,0.04,0,0.05,0.01,0,0,0,0,0,0
플라이트플랜,0,0,0,0.07,0,0,0,0.04,0.02,0,0.01,0,0.02,0.17,0.04,0.04,0,0.05,0.05,0,0,0,0.05,0.05,0.03,0.01,0.02,0,0,0.01,0.02,0.1,0.01,0,0,0.15
피라냐,0,0.01,0,0.05,0.03,0.04,0,0.03,0.01,0,0.01,0,0.02,0.02,0.05,0.01,0,0.01,0.02,0,0.01,0,0.01,0.07,0.01,0.03,0.05,0.02,0.04,0.16,0.08,0.04,0.06,0,0.01,0.07
피라냐3DD,0,0,0.01,0.07,0.06,0.02,0,0.03,0.01,0,0,0,0.02,0.02,0.04,0.01,0.01,0.01,0.03,0,0.02,0,0.01,0.07,0.01,0.03,0.05,0.01,0.11,0.07,0.07,0.03,0.08,0.01,0.01,0.07
하녀,0,0,0.01,0.05,0.02,0.01,0.01,0.08,0.02,0.01,0.02,0.01,0.01,0.07,0.04,0.03,0.01,0.02,0.07,0.01,0.01,0.01,0.04,0.11,0.05,0.05,0.07,0.01,0.04,0.01,0,0.02,0.01,0,0.01,0.05
하모니,0.02,0,0,0.03,0.03,0,0.01,0.01,0.02,0.03,0.2,0,0.01,0.01,0.1,0.01,0.01,0.02,0.03,0.01,0.01,0.35,0,0.04,0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0
하우스오브왁스,0.01,0,0,0.06,0.01,0.01,0,0.01,0.02,0,0,0,0.01,0.04,0.04,0.03,0,0.01,0.04,0,0.02,0,0,0.02,0,0.01,0.02,0.02,0,0.16,0.19,0.07,0.1,0,0.01,0.08
하울링,0.01,0,0,0.1,0.01,0,0,0.07,0.03,0.01,0.06,0.01,0.02,0.02,0.05,0.04,0,0.04,0.08,0.01,0.01,0.05,0.01,0.1,0.03,0.02,0.04,0,0.02,0.04,0.01,0.03,0.02,0,0,0.07
하울의움직이는성,0.08,0,0,0.15,0.01,0,0.02,0.05,0.11,0.01,0.09,0.01,0.02,0.02,0.13,0.13,0.01,0,0.03,0,0,0.01,0.01,0.04,0.03,0.01,0.03,0,0,0,0,0,0,0,0,0
하이스쿨뮤지컬졸업반,0.09,0.07,0.02,0.18,0.03,0,0.02,0.04,0.06,0.01,0.03,0.01,0.05,0.01,0.19,0.05,0.01,0,0.03,0,0,0.01,0,0.04,0.01,0,0.02,0,0,0,0,0,0,0,0,0
한반도,0,0,0,0.09,0.01,0.06,0.01,0.06,0.01,0.01,0.04,0,0.02,0.01,0.05,0.02,0,0.02,0.11,0.02,0.01,0.02,0.03,0.1,0.05,0.05,0.09,0.01,0.06,0.01,0,0.01,0,0,0,0.01
해결사,0.02,0,0.02,0.13,0.07,0.05,0.01,0.06,0.01,0.01,0.02,0.01,0.01,0.03,0.09,0.03,0,0.04,0.08,0,0,0.01,0,0.08,0.03,0.03,0.05,0,0.01,0.01,0.01,0.04,0,0,0,0.02
해리포터와불사조기사단,0.03,0,0,0.15,0.01,0,0,0.1,0.02,0,0.01,0,0.05,0.01,0.05,0.04,0,0.01,0.17,0,0,0.01,0.02,0.08,0.08,0.04,0.05,0,0.01,0.01,0,0.01,0,0,0,0.02
해리포터와불의잔,0.03,0.01,0,0.2,0.02,0,0,0.08,0.03,0,0.01,0.01,0.06,0.01,0.1,0.06,0,0.01,0.08,0,0,0.01,0.02,0.08,0.07,0.02,0.04,0,0,0.01,0,0.01,0.01,0,0,0.03
